School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2010,Glastonbury School District,Non-Special Education,96.45,0.24,0,3.31,
2010,Granby School District,All Students,93.41,1.65,0,4.94,
2010,Granby School District,Hispanic,NA,NA,NA,NA,
2010,Granby School District,Non-Hispanic,93.92,1.66,0,4.419889503,
2010,Granby School District,Asian,NA,NA,NA,NA,
2010,Granby School District,Black,100,0,0,0,
2010,Granby School District,White,93.6,1.74,0,4.651162791,
2010,Granby School District,Male,96,2,0,2,
2010,Granby School District,Female,90.24,1.22,0,8.536585366,
2010,Granby School District,ELL,NA,NA,NA,NA,
2010,Granby School District,Non-ELL,93.89,1.67,0,4.444444444,
2010,Granby School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Granby School District,Not Eligible For Lunch,93.26,1.69,0,5.05,
2010,Granby School District,Special Education,80,13.3,0,6.666666667,
2010,Granby School District,Non-Special Education,94.61,0.6,0,4.790419162,
2010,Greenwich School District,All Students,89.73,4.14,0,6.134094151,
2010,Greenwich School District,Hispanic,80.65,7.53,0,11.82,
2010,Greenwich School District,Non-Hispanic,91.12,3.62,0,5.263157895,
2010,Greenwich School District,Asian,83.87,3.23,0,12.90322581,
2010,Greenwich School District,Black,80,10,0,10,
2010,Greenwich School District,White,92.4,3.42,0,4.182509506,
2010,Greenwich School District,Male,88.39,6.23,0,5.382436261,
2010,Greenwich School District,Female,91.09,2.01,0,6.896551724,
2010,Greenwich School District,ELL,57.5,10,0,32.5,
2010,Greenwich School District,Non-ELL,91.68,3.78,0,4.538577912,
2010,Greenwich School District,Eligible For Lunch,77.05,14.7,0,8.196721311,
2010,Greenwich School District,Not Eligible For Lunch,90.94,3.13,0,5.93,
2010,Greenwich School District,Special Education,84.62,10.9,0,4.395604396,
2010,Greenwich School District,Non-Special Education,90.49,3.11,0,6.393442623,
2010,Griswold School District,All Students,77.99,7.18,0,14.83253589,
2010,Griswold School District,Hispanic,NA,NA,NA,NA,
2010,Griswold School District,Non-Hispanic,78.16,7.28,0,14.5631068,
2010,Griswold School District,Indian,71.43,14.2,0,14.28571429,
2010,Griswold School District,Asian,NA,NA,NA,NA,
2010,Griswold School District,Black,NA,NA,NA,NA,
2010,Griswold School District,White,78.35,7.22,0,14.43298969,
2010,Griswold School District,Male,66.32,10.5,0,23.15789474,
2010,Griswold School District,Female,87.72,4.39,0,7.894736842,
2010,Griswold School District,Non-ELL,77.99,7.18,0,14.83253589,
2010,Griswold School District,Eligible For Lunch,64.71,2.94,0,32.35294118,
2010,Griswold School District,Not Eligible For Lunch,80.57,8,0,11.42857143,
2010,Griswold School District,Special Education,53.57,28.5,0,17.85714286,
2010,Griswold School District,Non-Special Education,81.77,3.87,0,14.36464088,
2010,Groton School District,All Students,78.87,3.57,0.3,17.26190476,
2010,Groton School District,Hispanic,85.71,0,0,14.28571429,
2010,Groton School District,Non-Hispanic,78.25,3.9,0.32,17.53246753,
2010,Groton School District,Indian,NA,NA,NA,NA,
2010,Groton School District,Asian,86.67,0,3.33,10,
2010,Groton School District,Black,76.92,3.85,0,19.23076923,
2010,Groton School District,White,77.68,4.46,0,17.85714286,
2010,Groton School District,Male,83.11,3.38,0.68,12.83,
2010,Groton School District,Female,75.53,3.72,0,20.74468085,
2010,Groton School District,ELL,92.86,0,0,7.142857143,
2010,Groton School District,Non-ELL,78.26,3.73,0.31,17.70186335,
2010,Groton School District,Eligible For Lunch,73.44,4.69,1.56,20.3125,
2010,Groton School District,Not Eligible For Lunch,80.15,3.31,0,16.54411765,
2010,Groton School District,Special Education,57.69,26.9,0,15.38461538,
2010,Groton School District,Non-Special Education,80.65,1.61,0.32,17.41935484,
2010,Guilford School District,All Students,95.09,2.81,0,2.1,
2010,Guilford School District,Hispanic,71.43,28.5,0,0,
2010,Guilford School District,Non-Hispanic,95.68,2.16,0,2.158273381,
2010,Guilford School District,Asian,100,0,0,0,
2010,Guilford School District,Black,NA,NA,NA,NA,
2010,Guilford School District,White,95.44,2.28,0,2.281368821,
2010,Guilford School District,Male,95.04,2.84,0,2.12,
2010,Guilford School District,Female,95.14,2.78,0,2.083333333,
2010,Guilford School District,Non-ELL,95.09,2.81,0,2.1,
2010,Guilford School District,Eligible For Lunch,71.43,28.5,0,0,
2010,Guilford School District,Not Eligible For Lunch,95.68,2.16,0,2.158273381,
2010,Guilford School District,Special Education,79.41,20.5,0,0,
2010,Guilford School District,Non-Special Education,97.21,0.4,0,2.390438247,
2010,Hamden School District,All Students,86.21,6.43,0,7.352941176,
2010,Hamden School District,Hispanic,76.56,6.25,0,17.1875,
2010,Hamden School District,Non-Hispanic,87.5,6.46,0,6.041666667,
2010,Hamden School District,Asian,83.33,5.56,0,11.11111111,
2010,Hamden School District,Black,83.16,9.47,0,7.368421053,
2010,Hamden School District,White,90.81,4.41,0,4.779411765,
2010,Hamden School District,Male,83.95,8.7,0,7.35,
2010,Hamden School District,Female,88.98,3.67,0,7.346938776,
2010,Hamden School District,ELL,52.94,11.7,0,35.29411765,
2010,Hamden School District,Non-ELL,87.29,6.26,0,6.451612903,
2010,Hamden School District,Eligible For Lunch,76.82,11.9,0,11.25827815,
2010,Hamden School District,Not Eligible For Lunch,89.82,4.33,0,5.852417303,
2010,Hamden School District,Special Education,76,17.3,0,6.666666667,
2010,Hamden School District,Non-Special Education,87.85,4.69,0,7.462686567,
2010,Hartford School District,All Students,59.78,12.89,0,27.33,
2010,Hartford School District,Hispanic,50.62,15.68,0,33.7,
2010,Hartford School District,Non-Hispanic,68.61,10.2,0,21.19,
2010,Hartford School District,Indian,NA,NA,NA,NA,
2010,Hartford School District,Asian,90.91,4.55,0,4.55,
2010,Hartford School District,Black,65.83,11.29,0,22.88,
2010,Hartford School District,White,82.8,3.23,0,13.98,
2010,Hartford School District,Male,55.98,15.38,0,28.63,
2010,Hartford School District,Female,63.21,10.64,0,26.15,
2010,Hartford School District,ELL,48.77,13.93,0,37.3,
2010,Hartford School District,Non-ELL,61.95,12.68,0,25.36,
2010,Hartford School District,Eligible For Lunch,54.34,14.47,0,31.19,
2010,Hartford School District,Not Eligible For Lunch,73.97,8.76,0,17.27,
2010,Hartford School District,Special Education,40.8,22.8,0,36.4,
2010,Hartford School District,Non-Special Education,63.64,10.88,0,25.49,
2010,Killingly School District,All Students,67.51,9.28,0,23.20675105,
2010,Killingly School District,Hispanic,76.92,7.69,0,15.38461538,
2010,Killingly School District,Non-Hispanic,66.96,9.38,0,23.66071429,
2010,Killingly School District,Indian,NA,NA,NA,NA,
2010,Killingly School District,Asian,NA,NA,NA,NA,
2010,Killingly School District,Black,NA,NA,NA,NA,
2010,Killingly School District,White,68.25,9,0,22.74881517,
2010,Killingly School District,Male,65.09,10.3,0,24.52830189,
2010,Killingly School District,Female,69.47,8.4,0,22.13,
2010,Killingly School District,ELL,NA,NA,NA,NA,
2010,Killingly School District,Non-ELL,67.37,9.32,0,23.30508475,
2010,Killingly School District,Eligible For Lunch,54.55,18.1,0,27.27272727,
2010,Killingly School District,Not Eligible For Lunch,73.75,5,0,21.25,
2010,Killingly School District,Special Education,34.78,26,0,39.13043478,
2010,Killingly School District,Non-Special Education,71.03,7.48,0,21.49,
2010,Lebanon School District,All Students,90,2.31,0,7.692307692,
2010,Lebanon School District,Hispanic,NA,NA,NA,NA,
2010,Lebanon School District,Non-Hispanic,89.84,2.34,0,7.8125,
2010,Lebanon School District,Asian,NA,NA,NA,NA,
2010,Lebanon School District,Black,NA,NA,NA,NA,
2010,Lebanon School District,White,89.68,2.38,0,7.936507937,
2010,Lebanon School District,Male,81.48,5.56,0,12.96296296,
2010,Lebanon School District,Female,96.05,0,0,3.947368421,
2010,Lebanon School District,Non-ELL,90,2.31,0,7.692307692,
2010,Lebanon School District,Eligible For Lunch,87.5,12.5,0,0,
2010,Lebanon School District,Not Eligible For Lunch,90.16,1.64,0,8.196721311,
2010,Lebanon School District,Special Education,84.62,15.3,0,0,
2010,Lebanon School District,Non-Special Education,90.6,0.85,0,8.547008547,
2010,Ledyard School District,All Students,86.47,3.38,0,10.15037594,
2010,Ledyard School District,Hispanic,84,8,0,8,
2010,Ledyard School District,Non-Hispanic,86.72,2.9,0,10.37344398,
2010,Ledyard School District,Indian,64.29,0,0,35.71428571,
2010,Ledyard School District,Asian,80,0,0,20,
2010,Ledyard School District,Black,80,20,0,0,
2010,Ledyard School District,White,89.11,1.98,0,8.910891089,
2010,Ledyard School District,Male,82.35,5.04,0,12.60504202,
2010,Ledyard School District,Female,89.8,2.04,0,8.163265306,
2010,Ledyard School District,ELL,NA,NA,NA,NA,
2010,Ledyard School District,Non-ELL,86.79,3.4,0,9.811320755,
2010,Ledyard School District,Eligible For Lunch,61.54,15.3,0,23.07692308,
2010,Ledyard School District,Not Eligible For Lunch,87.75,2.77,0,9.48,
2010,Ledyard School District,Special Education,67.65,14.7,0,17.64705882,
2010,Ledyard School District,Non-Special Education,89.22,1.72,0,9.051724138,
2010,Litchfield School District,All Students,93.81,1.77,0,4.424778761,
2010,Litchfield School District,Hispanic,NA,NA,NA,NA,
2010,Litchfield School District,Non-Hispanic,93.75,1.79,0,4.464285714,
2010,Litchfield School District,Asian,NA,NA,NA,NA,
2010,Litchfield School District,White,94.5,1.83,0,3.669724771,
2010,Litchfield School District,Male,92.06,3.17,0,4.761904762,
2010,Litchfield School District,Female,96,0,0,4,
2010,Litchfield School District,Non-ELL,93.81,1.77,0,4.424778761,
2010,Litchfield School District,Eligible For Lunch,87.5,12.5,0,0,
2010,Litchfield School District,Not Eligible For Lunch,94.29,0.95,0,4.761904762,
2010,Litchfield School District,Special Education,85.71,7.14,0,7.142857143,
2010,Litchfield School District,Non-Special Education,94.95,1.01,0,4.04040404,
2010,Madison School District,All Students,95.61,1.69,0,2.702702703,
2010,Madison School District,Hispanic,NA,NA,NA,NA,
2010,Madison School District,Non-Hispanic,95.88,1.72,0,2.4,
2010,Madison School District,Asian,91.67,0,0,8.333333333,
2010,Madison School District,Black,NA,NA,NA,NA,
2010,Madison School District,White,96,1.82,0,2.181818182,
2010,Madison School District,Male,94.9,1.91,0,3.184713376,
2010,Madison School District,Female,96.4,1.44,0,2.158273381,
2010,Madison School District,Non-ELL,95.61,1.69,0,2.702702703,
2010,Madison School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Madison School District,Not Eligible For Lunch,95.88,1.72,0,2.4,
2010,Madison School District,Special Education,90.24,9.76,0,0,
2010,Madison School District,Non-Special Education,96.47,0.39,0,3.137254902,
2010,Manchester School District,All Students,75.83,11.5,0,12.60330579,
2010,Manchester School District,Hispanic,63.64,13.1,0,23.23232323,
2010,Manchester School District,Non-Hispanic,78.96,11.1,0,9.87012987,
2010,Manchester School District,Indian,NA,NA,NA,NA,
2010,Manchester School District,Asian,92.31,3.85,0,3.84,
2010,Manchester School District,Black,69.66,16.8,0,13.48314607,
2010,Manchester School District,White,80.67,10,0,9.293680297,
2010,Manchester School District,Male,71.95,14.4,0,13.57466063,
2010,Manchester School District,Female,79.09,9.13,0,11.78,
2010,Manchester School District,ELL,68.18,4.55,0,27.27272727,
2010,Manchester School District,Non-ELL,76.19,11.9,0,11.9047619,
2010,Manchester School District,Eligible For Lunch,66.67,12.6,0,20.66666667,
2010,Manchester School District,Not Eligible For Lunch,79.94,11,0,8.982035928,
2010,Manchester School District,Special Education,44.9,38.7,0,16.32653061,
2010,Manchester School District,Non-Special Education,79.31,8.51,0,12.18390805,
2010,Meriden School District,All Students,77.6,10.3,0,12.02185792,
2010,Meriden School District,Hispanic,68.75,12.5,0,18.75,
2010,Meriden School District,Non-Hispanic,82.99,9.09,0,7.917888563,
2010,Meriden School District,Indian,NA,NA,NA,NA,
2010,Meriden School District,Asian,100,0,0,0,
2010,Meriden School District,Black,72.58,11.2,0,16.12903226,
2010,Meriden School District,White,84.41,9.13,0,6.463878327,
2010,Meriden School District,Male,73.31,12.8,0,13.87900356,
2010,Meriden School District,Female,82.09,7.84,0,10.07462687,
2010,Meriden School District,ELL,77.42,6.45,0,16.12903226,
2010,Meriden School District,Non-ELL,77.61,10.6,0,11.77606178,
2010,Meriden School District,Eligible For Lunch,69.29,15.7,0,14.98127341,
2010,Meriden School District,Not Eligible For Lunch,85.46,5.32,0,9.219858156,
2010,Meriden School District,Special Education,59.22,27.1,0,13.59223301,
2010,Meriden School District,Non-Special Education,81.84,6.5,0,11.65919283,
2010,Middletown School District,All Students,79.42,11.5,0,9.025270758,
2010,Middletown School District,Hispanic,70.37,18.5,0,11.11111111,
2010,Middletown School District,Non-Hispanic,80.4,10.8,0,8.8,
2010,Middletown School District,Asian,90,0,0,10,
2010,Middletown School District,Black,79.01,11.1,0,9.87654321,
2010,Middletown School District,White,80.5,11.3,0,8.176100629,
2010,Middletown School District,Male,70.07,18.3,0,11.56462585,
2010,Middletown School District,Female,90,3.85,0,6.153846154,
2010,Middletown School District,ELL,NA,NA,NA,NA,
2010,Middletown School District,Non-ELL,79.12,11.7,0,9.157509158,
2010,Middletown School District,Eligible For Lunch,70.37,18.5,0,11.11111111,
2010,Middletown School District,Not Eligible For Lunch,83.16,8.67,0,8.163265306,
2010,Middletown School District,Special Education,55.17,34.4,0,10.34482759,
2010,Middletown School District,Non-Special Education,82.26,8.87,0,8.870967742,
2010,Milford School District,All Students,86.85,6.13,0,7.02,
2010,Milford School District,Hispanic,86.11,5.56,0,8.333333333,
2010,Milford School District,Non-Hispanic,86.9,6.17,0,6.93,
2010,Milford School District,Indian,NA,NA,NA,NA,
2010,Milford School District,Asian,89.29,3.57,0,7.142857143,
2010,Milford School District,Black,77.78,7.41,0,14.81481481,
2010,Milford School District,White,87.23,6.28,0,6.493506494,
2010,Milford School District,Male,84.42,8.7,0,6.884057971,
2010,Milford School District,Female,89.25,3.58,0,7.168458781,
2010,Milford School District,ELL,NA,NA,NA,NA,
2010,Milford School District,Non-ELL,87.07,6.19,0,6.739526412,
2010,Milford School District,Eligible For Lunch,70.77,12.3,0,16.92307692,
2010,Milford School District,Not Eligible For Lunch,88.98,5.31,0,5.714285714,
2010,Milford School District,Special Education,61.43,22.8,0,15.71428571,
2010,Milford School District,Non-Special Education,90.52,3.71,0,5.773195876,
2010,Monroe School District,All Students,96.04,1.65,0,2.310231023,
2010,Monroe School District,Hispanic,91.67,8.33,0,0,
2010,Monroe School District,Non-Hispanic,96.22,1.37,0,2.405498282,
2010,Monroe School District,Indian,NA,NA,NA,NA,
2010,Monroe School District,Asian,100,0,0,0,
2010,Monroe School District,Black,91.67,0,0,8.333333333,
2010,Monroe School District,White,96.65,1.49,0,1.858736059,
2010,Monroe School District,Male,96.57,1.71,0,1.714285714,
2010,Monroe School District,Female,95.31,1.56,0,3.125,
2010,Monroe School District,ELL,NA,NA,NA,NA,
2010,Monroe School District,Non-ELL,96.64,1.34,0,2.013422819,
2010,Monroe School District,Eligible For Lunch,92.31,0,0,7.692307692,
2010,Monroe School District,Not Eligible For Lunch,96.21,1.72,0,2.068965517,
2010,Monroe School District,Special Education,85.71,7.14,0,7.142857143,
2010,Monroe School District,Non-Special Education,97.09,1.09,0,1.818181818,
2010,Montville School District,All Students,88.21,4.37,0,7.423580786,
2010,Montville School District,Hispanic,84.62,0,0,15.38461538,
2010,Montville School District,Non-Hispanic,88.43,4.63,0,6.944444444,
2010,Montville School District,Indian,NA,NA,NA,NA,
2010,Montville School District,Asian,93.33,0,0,6.666666667,
2010,Montville School District,Black,81.82,9.09,0,9.090909091,
2010,Montville School District,White,88.77,4.28,0,6.951871658,
2010,Montville School District,Male,90.91,3.64,0,5.454545455,
2010,Montville School District,Female,85.71,5.04,0,9.243697479,
2010,Montville School District,ELL,100,0,0,0,
2010,Montville School District,Non-ELL,87.67,4.57,0,7.762557078,
2010,Montville School District,Eligible For Lunch,60,13.3,0,26.66666667,
2010,Montville School District,Not Eligible For Lunch,92.46,3.02,0,4.522613065,
2010,Montville School District,Special Education,70.37,18.5,0,11.11111111,
2010,Montville School District,Non-Special Education,90.59,2.48,0,6.930693069,
2010,Naugatuck School District,All Students,87.11,4.3,0.57,8.022922636,
2010,Naugatuck School District,Hispanic,76.19,4.76,2.38,16.66666667,
2010,Naugatuck School District,Non-Hispanic,88.6,4.23,0.33,6.840390879,
2010,Naugatuck School District,Asian,85.71,0,0,14.28571429,
2010,Naugatuck School District,Black,58.33,8.33,0,33.33333333,
2010,Naugatuck School District,White,89.93,4.17,0.35,5.55,
2010,Naugatuck School District,Male,81.92,5.65,1.13,11.29943503,
2010,Naugatuck School District,Female,92.44,2.91,0,4.651162791,
2010,Naugatuck School District,ELL,65,10,0,25,
2010,Naugatuck School District,Non-ELL,88.45,3.95,0.61,6.990881459,
